value,Nota
60.08481869794739,1
62.04844926299169,2
62.04813772555104,2
62.05153199645937,2
60.0809833790949,1
60.07218786904957,1
60.03995588238892,1
62.02436892751189,2
62.047383987119254,2
61.78811647228349,1
62.04096889452499,2
62.0453645029941,2
62.04234087973021,2
59.087117016557826,7
59.09464539710931,7
59.09581061989808,7
59.09658434366426,7
59.07372650849893,7
59.081918575550745,7
59.30645968622116,7
60.053173342436025,1
60.02279604655932,1
60.00117066375754,1
60.06296729521726,1
60.065756502431014,1
61.09327954126043,1
61.08797420328817,1
61.08903944951487,1
60.88720880348513,1
65.06530795627646,4
65.02622982076494,4
65.07619782926558,4
65.06139030531266,4
64.80110313422757,3
66.01466701142529,4
66.03350227059184,4
66.01786712780648,4
66.00992266256043,4
66.0189941978529,4
66.1134404712224,4
66.10421349936254,4
66.07432860772005,4
66.0610208517505,4
66.03986028888788,4
66.11558615869771,4
66.1597559240137,4
66.1140701936146,4
66.06209041111642,4
66.00049821372052,4
65.95947347236915,4
66.0576352956844,4
65.99538753515343,4
62.11692920541749,2
65.14444394066852,4
65.17923519336739,4
62.11232209485614,2
63.89587916593192,2
64.07031886049323,3
66.09783897455559,4
64.06086626485028,3
66.07234150754148,4
64.078502589568,3
64.08493115706301,3
64.0323374378021,3
68.9067914160597,5
69.0188960476165,6
69.03340473883698,6
68.53225690789569,5
69.07423281774626,6
70.2434770717478,6
71.03612627883491,7
69.09738707611186,6
69.08689664792699,6
69.07445724785646,6
71.03951456788799,7
72.03521608472428,1
72.11780331380706,1
74.07382581736856,2
74.19142411809322,2
72.02853498625825,1
71.04664783454902,7
67.07505509889587,5
67.07006052520606,5
67.07398873343823,5
69.04026073158352,6
69.0528019383513,6
69.05650027398234,6
69.05298106201505,6
69.05408621156279,6
69.10500613829606,6
69.08672427815758,6
73.98185844079093,1
73.98741845682109,1
73.98563540941166,1
74.0129540409598,2
74.00561440312867,2
74.00204103580329,2
74.00907201537417,2
55.390977331412955,5
55.17457127342525,5
55.17390767379541,5
53.337821788151324,4
53.18399426539143,4
55.12325247811781,5
55.11352582336578,5
57.18598977572694,6
57.11820153300552,6
57.14413463139793,6
57.19441337625604,6
56.58804870450352,5
53.81308459282934,4
55.13084562153756,5
55.17306528029573,5
53.09125945303608,4
55.19483815797363,5
57.10740854168149,6
57.08013950531272,6
57.15625732463426,6
57.118890640213166,6
57.13278425475515,6
57.14404961939431,6
55.79887936062074,5
58.03894965424067,6
60.08446601096909,1
60.11259289143614,1
58.02612485127581,6
60.62985459539966,1
58.045035565899425,6
60.203945856689955,1
60.09258080393177,1
58.055136267265226,6
58.32194439043929,6
58.068006898533426,6
58.04691517769183,6
60.0671291534512,1
60.033366806743274,1
60.16414914376775,1
60.22218615620175,1
60.77474631622079,1
60.406566509500976,1
60.0696256845997,1
58.053533398354844,6
60.06883098845485,1
60.00534334455992,1
63.858124206939735,2
63.986574674372974,2
64.223064089251,3
64.09212296435207,3
64.01217885161508,3
62.01879235514771,2
62.017542184464006,2
62.24960231789733,2
62.116300294982615,2
59.97023634907297,7
57.94359997781462,6
58.03857788068671,6
60.06854823559821,1
60.040433874507734,1
60.38262539679437,1
60.055147120938564,1
58.0534624314047,6
60.00697500518823,1
60.0266750473653,1
60.0372050054532,1
60.0173665594984,1
61.997564315591895,1
59.76136276823272,7
58.04149944919892,6
61.98246321712134,1
61.9916994734859,1
62.02370774400262,2
62.05393110758239,2
62.01743976101989,2
61.99240684150029,1
64.05649580489128,3
64.23430155891243,3
60.838755820749434,1
55.64118260900276,5
60.41205156957312,1
61.996004047774704,1
60.09526448284377,1
58.03272263840109,6
60.3686771814582,1
58.04829484211223,6
60.07980120422129,1
60.13583359195478,1
58.03476789774609,6
60.038976102216914,1
61.04871603082586,1
61.97865937473147,1
62.23174550395052,2
62.15458489487574,2
62.02500701491101,2
62.03568809821561,2
62.11476702233089,2
62.058195409040415,2
65.08450397941706,4
65.13341093511302,4
65.34584410009171,4
65.33136162563213,4
65.12324449836743,4
67.10807526017828,5
67.12102014355295,5
67.10414358497964,5
68.25322398867851,5
67.13424279325446,5
65.06230887737064,4
65.1435909058389,4
67.15003720422351,5
65.07946335343573,4
62.09140517424947,2
70.06213974509764,6
49.01562504781806,1
52.028291355457675,3
49.11998384250517,1
47.09648513481154,7
47.02565124837899,7
49.078807064028915,1
47.0794108907078,7
56.08950651056674,5
59.08798855669715,7
58.16358257369342,6
56.0715219204277,5
58.058180280420146,6
59.07152039250225,7
56.102831475429866,5
54.080124861935346,4
55.0733617841162,5
59.03155566262251,7
57.1129606715376,6
56.079522781135374,5
56.1407785106493,5
56.005859535875864,5
58.05988986759509,6
58.22782369751205,6
56.08814271327314,5
61.08555505692693,1
63.107223286334865,2
65.07798827339296,4
64.09951625274701,3
61.11735789167838,1
63.098591393472994,2
64.1013750470157,3
61.11080164856144,1
59.131098221560976,7
59.120731221943274,7
61.12376705406033,1
64.10497863166313,3
63.10161357725913,2
61.10518430367171,1
64.10811060172172,3
64.09892200926927,3
59.11363477247154,7
66.01587198850817,4
68.06675167716092,5
66.03762924810785,4
66.9842641252405,4
63.04446809611462,2
68.02781532082824,5
70.98928941657192,6
67.95831097889165,5
68.99531673726476,5
69.96017126175128,6
66.00551890791562,4
65.02845724573446,4
64.98545315204163,3
66.01139638202515,4
67.00249000216992,5
67.03281284032018,5
68.07844645940041,5
63.09327295866945,2
70.04724194031516,6
72.03615897529605,1
71.04653972272658,7
70.06686792382416,6
68.10635934886282,5
73.01044514375722,1
75.07623174466373,2
76.07491329237087,3
75.03834050809652,2
73.02996800013344,1
73.03110441049148,1
75.06091051259202,2
70.86834816991113,6
70.05064030491967,6
73.04827937783861,1
71.04316526026615,7
68.10983917117389,5
57.144474273062976,6
57.15087082591454,6
57.972332562873895,6
55.275590099586324,5
55.18772516911805,5
57.18206442812273,6
57.14775151898199,6
57.1425191561954,6
57.13460957526789,6
57.237242968463605,6
57.1659878340969,6
57.14928958048844,6
55.152183027454534,5
57.123860585782495,6
57.08968558855199,6
57.12496760567633,6
57.12924071066306,6
57.13088642145961,6
57.12579068036516,6
60.11873537868794,1
60.03238969050052,1
62.02630451632482,2
60.10947861496917,1
60.0088766846624,1
62.06396428834059,2
59.981253325350316,7
62.04521499337357,2
62.01729532956968,2
63.051459658329065,2
63.00801789446814,2
62.04408119977977,2
62.03040706536652,2
62.07001071271385,2
60.060225019201134,1
60.01097052727903,1
60.028834801671195,1
63.81570290187695,2
64.02515125199395,3
64.12279742950523,3
62.045145198950955,2
60.01743466563863,1
62.93829131889447,2
60.02428366085841,1
62.07673008131545,2
62.11668698609643,2
60.02007509005503,1
60.114043888678864,1
60.03638465029105,1
63.08352860347768,2
62.034228921255135,2
60.03372846562274,1
60.00236084465067,1
62.037808047008,2
60.0112080002874,1
60.020364446691815,1
62.034472180696156,2
62.07145181477653,2
59.99893208993489,7
60.02651646023376,1
62.11935288944261,2
62.03362818534802,2
62.02267192518023,2
62.01505480477483,2
62.15639905619472,2
61.36071923179421,1
64.07343636232345,3
64.06057724243287,3
67.0864447652147,5
67.1244507750075,5
67.13953342217667,5
67.19365227313197,5
64.1072977380624,3
64.07685829362698,3
64.0567540951656,3
64.07588900350515,3
64.05838509073672,3
67.13024602322353,5
69.00699775367497,6
69.29912831069353,6
69.0684014568892,6
67.07359567141964,5
67.03318041054968,5
69.03622113647637,6
69.2042229289059,6
67.05735105558044,5
68.0514431548766,5
69.03951492094366,6
69.10915542207981,6
67.09456036515408,5
69.34661098496603,6
69.17405427742598,6
67.03577915869428,5
67.03035240375787,5
64.10881093993859,3
69.05438733256548,6
69.0275311029406,6
72.02135587307788,1
74.02744016086288,2
74.04547966983849,2
74.040691760547,2
74.01540305694965,2
72.0284197391956,1
75.81489116972782,2
75.9258468072555,2
74.01802133845322,2
72.01570913793418,1
72.0036087655275,1
74.00648826743331,2
72.02979627805428,1
44.01891665738137,5
44.224917745125516,5
44.10606451304718,5
46.05318474273903,6
46.071249352589135,6
44.00823636928933,5
43.98394695370204,5
51.036803851780434,2
51.03245930740626,2
51.03145007323109,2
51.038366465581525,2
51.04396952420786,2
51.04822429965903,2
51.04282977341697,2
51.04121336409741,2
51.040366933606286,2
51.04198670035655,2
51.05094711705872,2
51.08501932663197,2
50.88625343836384,2
51.04796621867294,2
51.04545773604139,2
51.09678979048006,2
53.0444201792292,4
50.476103441391054,2
51.07885125759642,2
51.059370989489835,2
51.06298619926895,2
50.565348299720426,2
51.018619137594364,2
58.15072802770881,6
58.15196612372343,6
58.14413368051426,6
58.161039649576786,6
58.139321186501604,6
58.148753721734586,6
58.15566967268005,6
56.16387173213842,5
56.14221374279271,5
56.13509126427962,5
56.13109336901375,5
56.14790559310339,5
57.69164257296408,6
57.03792546033011,6
56.161364376358165,5
56.528019736687256,5
57.06083038956459,6
58.13971160775622,6
58.12477198130192,6
58.14188092360759,6
58.127285167785054,6
58.1514543289168,6
58.1015701328181,6
58.15692079631326,6
55.27807853124183,5
56.140243373388465,5
56.098385162077626,5
56.16134097999907,5
57.27305846042734,6
58.17328125442428,6
58.160702509433904,6
57.908988251762935,6
58.133157992860774,6
62.091407982224176,2
62.04842851482689,2
62.06901647771253,2
62.102214177851465,2
62.08156238229204,2
62.09899778717533,2
62.10602929799491,2
62.08227524071211,2
62.093274432400705,2
62.09736484012578,2
62.109933155292126,2
62.100839093336,2
60.07864745586669,1
60.070535002389406,1
60.10351262936211,1
63.09546735976221,2
63.07654022805494,2
63.06284300201546,2
63.09796378009783,2
63.0895735041015,2
62.97674162615182,2
62.0624022256324,2
62.092592331217205,2
62.08413024720747,2
62.0979928282084,2
62.070527174641725,2
59.73766550447657,7
60.05806864171352,1
62.071133235199405,2
62.1048920749643,2
62.103697336295475,2
62.11829133136809,2
62.085827118086065,2
62.11155935514671,2
62.07959774880095,2
62.08507211456887,2
65.04964902107794,4
67.12550733025705,5
65.06189561100399,4
67.07619891950543,5
64.72930967138163,3
65.06237346396453,4
67.10577759936946,5
65.06070256944878,4
65.11718731219534,4
65.13218547481227,4
65.1279152350619,4
67.08123207447659,5
67.1046210444005,5
67.08331252800043,5
67.1124156578955,5
67.07514245052334,5
67.09336608460238,5
65.1141553100737,4
67.11497362224587,5
65.09007967890045,4
65.10589356446606,4
64.87499067272488,3
65.0416322948214,4
67.10643438577212,5
67.04335037401535,5
72.06997378246092,1
70.06216874385304,6
70.06722911074777,6
72.08948362458467,1
72.08170380632944,1
72.07140072166503,1
70.08891506087753,6
70.0529389350883,6
70.03253325477424,6
51.11794077265423,2
53.10142471008377,4
55.09436029591979,5
55.1432065525117,5
55.10245893105663,5
55.107158698464424,5
53.088850152880084,4
53.117352725309146,4
51.07231687682729,2
51.16530296911184,2
53.09064075326874,4
55.051891411985935,5
55.09464105907214,5
55.06726952290498,5
53.10552824099048,4
55.16656900905845,5
50.05555601483837,2
51.10596449796236,2
50.034466637780916,2
51.118947188027114,2
52.743786117670936,3
55.11547866244882,5
53.11576669202086,4
53.12674186649284,4
55.10570695367943,5
53.054562675590134,4
55.10917792931028,5
53.11793363143541,4
55.11606537961676,5
53.153641351787286,4
55.114289006253564,5
53.118359125850596,4
53.109770917685495,4
55.133816637879114,5
55.14274866371651,5
55.107355598134006,5
58.00617226473511,6
58.01023929869896,6
60.04371274064913,1
58.00044688915055,6
58.06306933034003,6
59.95137755835549,7
58.01571821879411,6
57.986968358152545,6
60.01925604230035,1
57.998037312910924,6
58.00971485731524,6
59.9947340332179,7
58.00836651031419,6
57.990837253242454,6
59.990466660684916,7
58.0561171262188,6
59.54159943517149,7
55.01641721913783,5
58.023550510506446,6
60.05021654002899,1
58.07074454654992,6
60.101437010064366,1
57.99276525891797,6
58.05520343110138,6
60.03860552141004,1
58.02350453435138,6
55.079845381825635,5
58.18667859693774,6
58.02141591976757,6
60.22206489802057,1
58.029206969372275,6
63.03010143713636,2
63.006338080932245,2
65.02223723279825,4
61.99434732675862,1
63.030794987059295,2
61.99484892145059,1
62.027680517732946,2
62.02328476486126,2
63.030604478648684,2
63.01018037558681,2
63.05209358545901,2
65.0223808389462,4
59.03200951799306,7
62.07546167930623,2
63.06082305936925,2
61.98599609983856,1
63.00547469039792,2
62.01328485791925,2
63.034181039424226,2
65.04080302552158,4
65.04061540831066,4
40.03498757384312,3
40.04579864110474,3
40.04195957947181,3
40.06772721093432,3
40.07787018118089,3
40.05015613964388,3
40.04512849442738,3
40.05094756359374,3
40.07535551203908,3
40.063085597078775,3
40.08606702028792,3
40.09311838438003,3
40.051337717106136,3
40.082448017204094,3
40.08593164501315,3
40.07918955845654,3
47.09226682598832,7
47.099755065432404,7
47.07028102416284,7
47.088636702499905,7
47.06258492492309,7
47.097757018138054,7
47.059493308927,7
47.08991971553839,7
47.044854170506994,7
47.09314558137679,7
47.06034442537791,7
47.095935144614025,7
47.063784387566564,7
47.09170121458628,7
47.069235833133,7
47.0970599818037,7
45.03071503962436,6
45.031501208422874,6
45.03430188267615,6
45.028140840776366,6
47.0769132940147,7
47.095855147998186,7
47.06943628098659,7
47.09372266893265,7
47.02631859864161,7
47.09981361546934,7
47.05611179495912,7
45.039348860603795,6
46.05139105082768,6
47.04444184666913,7
47.057625961223536,7
45.017864668934465,6
45.03277829612543,6
47.05515279738521,7
47.08037637281198,7
47.05230576379949,7
47.084586638322264,7
47.0458261867559,7
47.08150678292254,7
47.05206779144179,7
52.12169710468499,3
52.10348648014284,3
52.11603850489703,3
52.117376309916494,3
52.111586549956854,3
52.12654643751559,3
52.11006532230041,3
52.12076267332389,3
52.11288451860844,3
52.121632437676766,3
52.12992231254208,3
52.12034548946538,3
52.12001049360405,3
52.114326310633075,3
52.11504260090018,3
52.12096790419859,3
52.16007281985918,3
52.17305243628841,3
52.15064161617369,3
52.177434179239576,3
52.150861742683865,3
52.1586705229507,3
52.16798995117312,3
52.13785707201818,3
52.12334004550398,3
52.12758178219505,3
52.12588836405701,3
52.12491863244068,3
52.117739194127374,3
52.12109964171202,3
52.118924427145,3
51.127401851725814,2
51.13431034783119,2
51.12584259049696,2
51.120353745755516,2
52.178709248763,3
52.190965044303276,3
52.16523823158663,3
52.16335598271117,3
52.11564334003782,3
52.121333006174716,3
52.11793661070331,3
52.12283278144014,3
52.11615262500356,3
52.12150092445446,3
52.106967102846944,3
55.987860792899106,5
55.99114395505534,5
55.98995040382036,5
55.99094053568491,5
55.99022546911916,5
55.983364643419165,5
55.98609977242412,5
55.9881458536272,5
57.01718358462108,6
57.017087055069176,6
57.00224569639844,6
57.00626389977436,6
56.99913722416596,5
57.01091050388352,6
56.97571506818699,5
56.975871704958145,5
55.987221709383036,5
55.981039930180366,5
55.98231151318264,5
55.925880381662424,5
56.9933422003293,5
56.99219630140671,5
56.98932858384243,5
56.99227284255397,5
56.9848535919291,5
56.981753300751784,5
56.978267004865366,5
56.98108351196694,5
55.98539369643019,5
55.98671560265318,5
55.98765708107936,5
55.96946853718017,5
61.13623223645732,1
61.133440114483726,1
61.14560127790803,1
60.18551473511589,1
59.12465859429143,7
59.11917816026276,7
61.149719499715225,1
61.13761535371952,1
59.08194877967019,7
53.94824559633273,4
52.07084169699619,3
60.95472318885355,1
59.07550392168031,7
60.992282569346344,1
58.978882879013895,6
60.962952497039055,1
58.972335011982736,6
57.05520764082805,6
55.9645010613274,5
58.99591378625174,6
56.96160401557392,5
59.006823490144235,7
55.98606302814914,5
56.97410828901608,5
63.96356149745967,2
63.03614949787094,2
63.95870835232644,2
62.99658768570877,2
63.95851669926222,2
62.98385654003979,2
61.00533493467011,1
62.97219327119801,2
63.94562075979838,2
63.97411050186618,2
62.99224609177804,2
63.96373081921849,2
65.95968844328812,4
63.97481814421693,2
62.97755222082922,2
60.97795226329608,1
63.9648507881728,2
63.97136819530634,2
64.04853039108616,3
62.97415134959006,2
61.00502779041518,1
62.96281535879598,2
63.94425694598855,2
67.90798096742171,5
65.92147432867654,4
67.90066686957962,5
66.09632850207802,4
66.04808342709383,4
67.97114444162975,5
69.18185324051568,6
70.94610678157814,6
67.92034278851142,5
70.86543446515608,6
70.93369655329776,6
67.96668226060125,5
67.95623791110295,5
65.97756482055378,4
65.99842311000329,4
67.94991699283565,5
72.99160965794152,1
74.95279748297379,2
43.164030154511565,5
42.981708851651725,4
43.14448244553841,5
43.09398216859021,5
43.195313874958,5
39.974148405841596,2
41.13123479665306,4
40.36857971604755,3
41.06483741307853,4
41.1094381418268,4
41.12242637248241,4
39.96406526291174,2
40.377517677091404,3
40.06841566876344,3
40.3444867837926,3
40.38485770031245,3
40.52798458640297,3
39.992040505872595,2
40.145986648871386,3
40.084148926088496,3
40.07158856639584,3
40.04833635734344,3
40.19075973674528,3
40.51306139117429,3
40.203580056013294,3
43.129292868977664,5
43.05648860932236,5
43.16983802911725,5
43.096071624961695,5
43.201005810385894,5
40.026764122876735,3
41.10269547809642,4
40.98155296445353,3
41.15527876813676,4
41.085448414385056,4
41.12028596618653,4
40.40187336449139,3
40.459067631723165,3
40.38719556695649,3
40.39695397852661,3
39.998926939462436,2
40.11528166060249,3
39.994063599875076,2
40.134717326747975,3
40.11323400523152,3
40.166593654333674,3
40.51101469963912,3
40.17417824158279,3
50.12939461103133,2
50.1252266163759,2
50.08028314535852,2
49.98475501064502,1
49.479067986734925,1
48.16665626378155,1
48.02672591331802,1
48.096668186454316,1
48.03017643621102,1
48.121241912103734,1
48.21233112463406,1
48.13892069141204,1
48.05697946713418,1
48.11495596512576,1
45.795999314412235,6
46.15192745218462,6
45.42877961794707,6
46.09108074711015,6
46.022237735333874,6
46.13746508276755,6
45.81014342069501,6
46.93828423461906,6
46.55287011967691,6
47.12193036019818,7
47.05169691296506,7
47.05543414124498,7
46.31788579944825,6
45.071905805403325,6
45.00146004230954,6
45.11580469752815,6
45.10206048221933,6
45.10182217004666,6
45.04100626547521,6
45.30492858540616,6
45.03046053006107,6
45.22708928967271,6
50.17056503871969,2
50.07199797075431,2
50.14433375524366,2
50.08089892725488,2
50.10512006141126,2
45.06743511250586,6
48.149381798720036,1
48.01550534313869,1
48.12117736232456,1
48.03996373403241,1
48.13956211467794,1
45.33039305414476,6
48.16522174858251,1
48.04641833553912,1
48.139864909127596,1
48.072846543705396,1
48.18015348403018,1
45.99619554043099,6
46.151774737943754,6
46.08183334073276,6
46.117084119325725,6
46.06656316444597,6
46.17304292346369,6
45.58164793269432,6
47.03216525560395,7
47.113424495026,7
47.06852199620132,7
47.00487348534782,7
45.037819043742566,6
45.16869620744487,6
45.04887119219504,6
45.162700746606234,6
45.07386381896955,6
45.19721593008775,6
45.04367046691664,6
45.25266240234162,6
45.10093183722546,6
55.182377647970995,5
55.18292831609111,5
55.179257839486624,5
55.192731085571175,5
55.17011780303262,5
54.84393156679867,4
53.20690886724683,4
53.167683469663885,4
53.09796352056702,4
53.19763201603165,4
53.157703626002466,4
53.19633723527959,4
52.13070763628711,3
52.07459844231394,3
52.09916538322302,3
52.13241785068571,3
52.124944323462515,3
52.11022575512214,3
50.02765665478193,2
50.0891107424969,2
50.04536177386795,2
50.124220593084196,2
50.05143170832709,2
50.1315728201344,2
50.04531777759234,2
50.13181968736379,2
50.05909436676885,2
50.11416165733178,2
50.07545564938566,2
50.16137878793097,2
55.22682807844907,5
55.22123579204701,5
55.22942783957632,5
55.16984008147112,5
55.156427049398275,5
55.16998840576994,5
54.97911067842211,4
53.210703089119825,4
53.17866629047859,4
53.181810135048735,4
53.2031263833916,4
53.38044650843013,4
53.17277799228558,4
53.13949212788967,4
53.20439404598667,4
52.114021148042454,3
52.094794330599925,3
52.113033033986135,3
52.28803824040373,3
52.20451918838397,3
52.11883603241873,3
52.13987017234194,3
50.03532332233582,2
50.11497513236977,2
50.06008498061276,2
50.12209498456019,2
50.083274538027645,2
50.139306265154055,2
50.05501742987102,2
50.14556226433117,2
50.09582598457504,2
50.12700229058904,2
50.055325942448206,2
50.12877695656482,2
50.07219788425822,2
58.02490859547679,6
58.034590854894745,6
58.03661256030178,6
60.064887979622135,1
60.062580265401884,1
59.91179681717226,7
57.0361487177524,6
57.028847078717895,6
57.03956051327994,6
58.060386893571426,6
58.03694458730125,6
58.04770042353631,6
57.03938901647242,6
57.043904077307445,6
57.03136743413878,6
57.0224622459406,6
57.02614327934309,6
57.039889922986085,6
57.03183627510645,6
57.06931176981854,6
57.03401833729885,6
57.03080975390073,6
57.03246235011508,6
58.03385781605625,6
58.052630388876636,6
58.04593933102782,6
60.075399798816505,1
60.06133496273491,1
59.971248830693774,7
57.03257743334983,6
57.03442354104497,6
57.034318360217554,6
58.04999360966778,6
58.042408200246214,6
58.040709387306904,6
54.96889382958361,4
57.035973845642886,6
57.03155007868882,6
57.03910492518031,6
56.33261679185184,5
57.0420753757238,6
56.984368329949035,5
57.0404006111752,6
57.016917070981364,6
57.0540812078038,6
57.05078236109502,6
57.015233047495286,6
57.03679357914734,6
57.41022579384104,6
57.05880590474952,6
57.03482459982711,6
62.08524093574028,2
62.07739557989938,2
62.09285680642263,2
64.04303582023154,3
60.04652651596487,1
60.07522319807663,1
60.1072817688922,1
62.06233112639469,2
62.04619033773685,2
61.65627925802062,1
59.00514120502659,7
59.05832812883008,7
59.080468855336555,7
61.07965651910671,1
61.08496610631261,1
61.052426039465395,1
62.13466019330092,2
62.12616015997148,2
62.12098004648371,2
62.11465970049541,2
62.11702253845465,2
61.62833409159114,1
62.07682537019223,2
62.08433878013994,2
62.08865592181311,2
60.05925181302766,1
59.994765313412984,7
61.883342146774126,1
59.04570842736184,7
59.04911660027469,7
62.18226222345005,2
62.1574715742623,2
62.166069606274505,2
62.150799594963395,2
62.12631467992753,2
62.1264535242877,2
67.03704863123316,5
67.0477729182757,5
67.03740437504007,5
63.994250765463136,2
63.99825492117005,2
63.98063158343155,2
64.00592185586177,3
65.04660146112026,4
65.0550152337359,4
65.04179423559488,4
65.0441458695037,4
65.02520849383646,4
66.64708897824256,4
67.0485624586661,5
67.03242196435177,5
65.00310023129141,4
65.05061897271418,4
65.04799942341907,4
65.06707951231655,4
65.05924932916994,4
65.04333228567111,4
65.05225256300311,4
57.12245069092806,6
59.06625265952559,7
59.057345964694875,7
58.73067022230113,6
50.01587227084337,2
59.046857424508254,7
62.118221320029676,2
64.3594906311864,3
62.13597349275123,2
62.00230081749207,2
64.03008947220924,3
61.98219763831754,1
64.03856214781766,3
62.1523741660078,2
62.012070455910326,2
62.00590111680677,2
62.102728039214654,2
61.988159800073085,1
64.00473745811794,3
63.99973673446243,2
65.8927806855406,4
64.00327261431778,3
64.0217065539365,3
62.01839702156569,2
63.959690852284744,2
65.89879716822733,4
65.98448819151592,4
64.32209735550256,3
61.961178859805315,1
64.16433495056162,3
64.01934791805259,3
61.98318368861391,1
64.00580821890944,3
65.9669606528863,4
64.05517120740616,3
61.98565272035694,1
63.984848565208665,2
62.02148816582642,2
64.10980585926842,3
64.13379323240751,3
61.99858007644942,1
62.004366783266185,2
64.07080775335764,3
61.993891550451046,1
61.963613579710696,1
62.035387632539965,2
62.061888465838614,2
61.97205151546969,1
62.01898593488707,2
62.11858468537316,2
62.0879169129729,2
62.02935595901252,2
62.16021671708164,2
62.089228080826935,2
62.02679768812881,2
69.03506476075374,6
69.0417248119127,6
71.08939636011345,7
69.03182084311895,6
65.98001370689305,4
66.03195522141279,4
69.05482669580188,6
65.99300072453812,4
66.03099412244606,4
69.01830821417387,6
69.18367043940546,6
69.13009994263315,6
74.01637150174602,2
42.10968601395456,4
41.37967786685964,4
55.26459627117165,5
60.12472880271203,1
60.01792398831942,1
60.0286354186181,1
60.0151404370505,1
60.03024946068895,1
60.03366048060025,1
60.10308952145892,1
59.337786955810586,7
59.15040302540504,7
60.1156255317242,1
62.12656656520763,2
55.08645810454196,5
60.08250162968724,1
59.06585161002071,7
59.0671186737935,7
